pakus.code,sample,Species,Genus,Family,Order,Class,Phylum,country,room,room.code,month,collection.date,source,isolate.num
PA_058,GCF_003944895.1_ASM394489v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,nursing call button,NA
PA_059,GCF_003940635.1_ASM394063v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,bedside rail,NA
PA_060,GCF_003935835.1_ASM393583v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,bedside light switch,NA
PA_061,GCF_003940665.1_ASM394066v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,washroom sink,NA
PA_064,GCF_003936925.1_ASM393692v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,alcohol foam dispenser,NA
PA_112,GCF_003936325.1_ASM393632v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,nursing call button,NA
PA_113,GCF_003937395.1_ASM393739v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,bedside rail,NA
PA_114,GCF_003937375.1_ASM393737v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,bedside light switch,NA
PA_117,GCF_003936935.1_ASM393693v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,washroom sink,NA
PA_118,GCF_003939695.1_ASM393969v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,alcohol foam dispenser,NA
PA_178,GCF_003939105.1_ASM393910v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,nursing call button,NA
PA_179,GCF_003939685.1_ASM393968v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,bedside rail,NA
PA_180,GCF_003936295.1_ASM393629v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,bedside light switch,NA
PA_182,GCF_003936245.1_ASM393624v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,washroom sink,NA
PA_185,GCF_003936905.1_ASM393690v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,alcohol foam dispenser,NA
PA_187,GCF_003936865.1_ASM393686v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160524,washroom sink,NA
PA_254,GCF_003936835.1_ASM393683v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,alcohol foam dispenser,NA
PA_283,GCF_003936255.1_ASM393625v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,nursing call button,NA
PA_286,GCF_003936225.1_ASM393622v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,bedside rail,NA
PA_289,GCF_003940625.1_ASM394062v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,bedside light switch,NA
PA_294,GCF_003940585.1_ASM394058v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,washroom sink,NA
PA_298,GCF_003936235.1_ASM393623v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,alcohol foam dispenser,NA
PA_304,GCF_003940575.1_ASM394057v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160524,nursing call button,NA
PF_150,GCF_003940565.1_ASM394056v1_genomic,Pseudomonas atacamensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,washroom sink,NA
PF_122,GCF_003936165.1_ASM393616v1_genomic,Pseudomonas fulva,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,bedside rail,NA
PL_137,GCF_003936185.1_ASM393618v1_genomic,Pseudomonas lutea,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,alcohol foam dispenser,NA
PL_378,GCF_003936815.1_ASM393681v1_genomic,Pseudomonas lutea,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160927,alcohol foam dispenser,NA
PM_105,GCF_003936805.1_ASM393680v1_genomic,Pseudomonas atacamensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,washroom sink,NA
PO_271,GCF_003936775.1_ASM393677v1_genomic,Pseudomonas oleovorans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,washroom sink,NA
PS_399,GCF_003935525.1_ASM393552v1_genomic,Pseudomonas saudiphocaensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20170321,washroom sink,NA
297,GCF_003935465.1_ASM393546v1_genomic,Pseudomonas sediminis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,washroom sink,NA
o96,GCF_003935455.1_ASM393545v1_genomic,Pseudomonas sediminis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,washroom sink,NA
p106,GCF_003936645.1_ASM393664v1_genomic,Pseudomonas sp. p106,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,washroom sink,NA
361,GCF_003935475.1_ASM393547v1_genomic,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,nursing call button,NA
p99,GCF_003936655.1_ASM393665v1_genomic,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,nursing call button,NA
s199,GCF_003935435.1_ASM393543v1_genomic,Pseudomonas nitrititolerans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,alcohol foam dispenser,NA
v388,GCF_003935425.1_ASM393542v1_genomic,Pseudomonas sp. v388,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,alcohol foam dispenser,NA
PS_001,GCF_003965105.1_ASM396510v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside light switch,NA
PS_027,GCF_003936145.1_ASM393614v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,bedside rail,NA
PS_050,GCF_003940985.1_ASM394098v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,alcohol foam dispenser,NA
PS_066,GCF_003940545.1_ASM394054v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,bedside light switch,NA
PS_072,GCF_003936125.1_ASM393612v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160607,washroom sink,NA
PS_075,GCF_003936745.1_ASM393674v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160705,alcohol foam dispenser,NA
PS_087,GCF_003940515.1_ASM394051v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160607,alcohol foam dispenser,NA
PS_110,GCF_003936715.1_ASM393671v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,alcohol foam dispenser,NA
PS_125,GCF_003936075.1_ASM393607v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,washroom sink,NA
PS_128,GCF_003936085.1_ASM393608v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,alcohol foam dispenser,NA
PS_130,GCF_003936035.1_ASM393603v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,bedside rail,NA
PS_131,GCF_003936705.1_ASM393670v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,bedside rail,NA
PS_133,GCF_003940495.1_ASM394049v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,bedside light switch,NA
PS_134,GCF_003936055.1_ASM393605v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,bedside light switch,NA
PS_138,GCF_003936025.1_ASM393602v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160705,nursing call button,NA
PS_151,GCF_003935965.1_ASM393596v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,washroom sink,NA
PS_167,GCF_003935925.1_ASM393592v1_genomic,Pseudomonas sp. 167,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,alcohol foam dispenser,NA
PS_197,GCF_003935935.1_ASM393593v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,washroom sink,NA
PS_211,GCF_003935955.1_ASM393595v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside light switch,NA
PS_234,GCF_003936675.1_ASM393667v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,bedside rail,NA
PS_257,GCF_003935565.1_ASM393556v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,alcohol foam dispenser,NA
PS_366,GCF_003935575.1_ASM393557v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,washroom sink,NA
PS_376,GCF_003935545.1_ASM393554v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160927,bedside light switch,NA
PS_377,GCF_003935625.1_ASM393562v1_genomic,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160927,washroom sink,NA
PX_067,GCF_003935375.1_ASM393537v1_genomic,Pseudomonas kunmingensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,bedside light switch,NA
PX_177,GCF_003935605.1_ASM393560v1_genomic,Pseudomonas kunmingensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,alcohol foam dispenser,NA
PX_371,GCF_003935345.1_ASM393534v1_genomic,Pseudomonas kunmingensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20170321,washroom sink,NA
SM_037,GCF_003935635.1_ASM393563v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,nursing call button,NA
SM_045,GCF_003935355.1_ASM393535v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside light switch,NA
SM_076,GCF_003935245.1_ASM393524v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,nursing call button,NA
SM_079,GCF_003935235.1_ASM393523v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,bedside light switch,NA
SM_090,GCF_003935875.1_ASM393587v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,nursing call button,NA
SM_153,GCF_003935225.1_ASM393522v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,alcohol foam dispenser,NA
SM_164,GCF_003935805.1_ASM393580v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,washroom sink,NA
SM_188,GCF_003935265.1_ASM393526v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160524,washroom sink,NA
SM_190,GCF_003935775.1_ASM393577v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160524,alcohol foam dispenser,NA
SM_196,GCF_003935125.1_ASM393512v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,washroom sink,NA
SM_204,GCF_003935755.1_ASM393575v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside rail,NA
SM_321,GCF_003935135.1_ASM393513v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,nursing call button,NA
SM_362,GCF_003935145.1_ASM393514v1_genomic,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,nursing call button,NA
SM_031,GCF_003935335.1_ASM393533v1_genomic,Stenotrophomonas sp. ICU-D9,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,washroom sink,NA
SM_047,GCF_003935325.1_ASM393532v1_genomic,Stenotrophomonas sp. ICU-D2,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,washroom sink,NA
SM_055,GCF_003935255.1_ASM393525v1_genomic,Stenotrophomonas sp. ICU-D9,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160426,washroom sink,NA
SM_069,GCF_003935615.1_ASM393561v1_genomic,Stenotrophomonas sp. 069,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,washroom sink,NA
SM_163,GCF_003935825.1_ASM393582v1_genomic,Stenotrophomonas sp. ICU-D9,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,washroom sink,NA
SM_218,GCF_003935155.1_ASM393515v1_genomic,Stenotrophomonas sp. ICU-D9,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,washroom sink,NA
SM_220,GCF_003935735.1_ASM393573v1_genomic,Stenotrophomonas sp. ICU-D9,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,alcohol foam dispenser,NA
278,GCF_003935715.1_ASM393571v1_genomic,Stenotrophomonas sp. 278,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,alcohol foam dispenser,NA
SA70,SA70,Shewanella putrefaciens,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,washroom sink,NA
BP-2,GCF_002915515.1_ASM291551v1_genomic,Superficieibacter electus,Superficieibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,bedside light switch,NA
BP-1,GCF_002915575.1_ASM291557v1_genomic,Superficieibacter electus,Superficieibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,bedside rail,NA
